,Vendor,Type_of_Spend,Brand,PO_Number,PO_Amount,Invoice_Amount,Difference,Date_Opened
476,Google Inc.,Brand Asset Development,Transmorphers,74497359,59059,349,58710,2022-11-18
316,Pinterest Inc,E-Commerce,GI-Bro,69887978,59044,27588,31456,2022-06-25
4491,Nintendo Technologies,Brand Publicity,GI-Bro,92729431,59020,37163,21857,2022-06-17
1435,Google Inc.,Influencer,Space Wars,74798207,58977,16948,42029,2022-08-03
4142,KYG Antler LLC,Brand Publicity,Transmorphers,63683418,58977,32636,26341,2022-04-25
127,Google Inc.,Media Supported Asset,Transmorphers,35300297,58974,30052,28922,2022-09-07
4765,Nintendo Technologies,E-Commerce,GI-Bro,27145296,58952,6454,52498,2022-02-07
774,TikTok Inc,E-Commerce,Space Wars,93673114,58951,25170,33781,2022-09-10
1291,Google Inc.,Brand Asset Development,Transmorphers,65397983,58902,12217,46685,2022-07-14
1956,Meta Platforms,E-Commerce,GI-Bro,95756990,58840,882,57958,2022-08-24
2378,Meta Platforms,Influencer,Merf,27828415,58818,39972,18846,2022-06-21
3979,Google Inc.,E-Commerce,Transmorphers,29973758,58801,22076,36725,2022-08-29
4257,The Martingale Agency,Brand Asset Development,Merf,90234552,58797,287,58510,2022-09-14
4114,Pinterest Inc,Media Supported Asset,Transmorphers,41188958,58792,2051,56741,2022-11-27
1452,TikTok Inc,Brand Asset Development,Space Wars,21915677,58752,23053,35699,2022-06-21
947,Google Inc.,Brand Asset Development,Merf,94780944,58742,49961,8781,2022-02-09
1335,Meta Platforms,Brand Asset Development,Transmorphers,16052387,58740,54618,4122,2022-05-18
867,Meta Platforms,Media Supported Asset,Clay-Dough,53797833,58730,31124,27606,2022-04-02
1306,Nintendo Technologies,Influencer,Clay-Dough,18461740,58712,7790,50922,2022-09-14
1374,Nintendo Technologies,Influencer,Space Wars,89727412,58683,3051,55632,2022-11-27
1826,Disney Studios,E-Commerce,GI-Bro,15988179,58677,2342,56335,2022-06-02
593,Meta Platforms,Influencer,GI-Bro,51970887,58669,7969,50700,2022-10-04
3607,Pinterest Inc,Media Supported Asset,Merf,56759759,58664,2547,56117,2022-11-25
1117,Google Inc.,Brand Asset Development,Transmorphers,60808003,58663,7953,50710,2022-11-08
3382,Pinterest Inc,Brand Asset Development,Space Wars,94083925,58658,13519,45139,2022-03-22
4812,The Martingale Agency,E-Commerce,GI-Bro,78489683,58656,29538,29118,2022-03-30
2876,Meta Platforms,Brand Asset Development,Merf,39967432,58617,16300,42317,2022-06-08
2883,Google Inc.,Influencer,GI-Bro,27665867,58613,48741,9872,2022-04-20
3348,Disney Studios,Media Supported Asset,Clay-Dough,90274675,58601,50165,8436,2022-06-23
1486,KYG Antler LLC,Brand Asset Development,Transmorphers,61291964,58597,22476,36121,2022-03-05
4802,KYG Antler LLC,E-Commerce,Space Wars,95839907,58590,30344,28246,2022-08-06
2090,Pinterest Inc,E-Commerce,GI-Bro,78378444,58581,27656,30925,2022-09-30
1762,Google Inc.,Brand Asset Development,Clay-Dough,38840388,58471,6394,52077,2022-12-08
1336,Disney Studios,E-Commerce,GI-Bro,19673961,58441,3277,55164,2022-03-08
1254,KYG Antler LLC,Brand Asset Development,Space Wars,35650754,58425,4877,53548,2022-12-09
4475,Pinterest Inc,Brand Asset Development,Clay-Dough,93026713,58404,21148,37256,2022-09-24
2230,Meta Platforms,E-Commerce,GI-Bro,15061785,58371,46374,11997,2022-04-02
4295,Meta Platforms,Brand Asset Development,Space Wars,92015278,58371,804,57567,2022-10-07
2021,The Martingale Agency,Media Supported Asset,GI-Bro,65977027,58367,44679,13688,2022-03-18
3209,Google Inc.,Media Supported Asset,Merf,19147845,58359,23748,34611,2022-07-16
3191,Pinterest Inc,Brand Publicity,GI-Bro,87372107,58318,5709,52609,2022-08-18
1710,The Martingale Agency,E-Commerce,Space Wars,38805751,58283,8948,49335,2022-07-03
1930,Nintendo Technologies,Media Supported Asset,Transmorphers,72979956,58193,14882,43311,2022-04-12
1475,The Martingale Agency,Media Supported Asset,Clay-Dough,71432644,58145,15649,42496,2022-03-08
4745,TikTok Inc,Brand Asset Development,GI-Bro,61345112,58141,1043,57098,2022-10-15
2197,Disney Studios,Brand Asset Development,GI-Bro,20855489,58099,6576,51523,2022-09-08
2273,Nintendo Technologies,Brand Publicity,GI-Bro,90343531,58095,22075,36020,2022-07-25
3070,TikTok Inc,Brand Publicity,Merf,22868969,58080,5791,52289,2022-10-12
4791,Nintendo Technologies,Influencer,Transmorphers,65117435,58079,1288,56791,2022-12-27
1819,Disney Studios,Influencer,GI-Bro,60966264,58053,19887,38166,2022-03-12
4852,Meta Platforms,Influencer,GI-Bro,69248121,58053,389,57664,2022-01-19
603,Pinterest Inc,E-Commerce,GI-Bro,28314141,58040,49521,8519,2022-03-10
3838,Nintendo Technologies,Brand Asset Development,Clay-Dough,10230033,58022,8442,49580,2022-06-19
3945,KYG Antler LLC,Brand Publicity,Space Wars,79446924,57961,35283,22678,2022-06-17
1191,Disney Studios,E-Commerce,Transmorphers,15840246,57930,20342,37588,2022-08-21
2648,Pinterest Inc,Media Supported Asset,GI-Bro,34411632,57902,18985,38917,2022-08-14
3241,Google Inc.,Media Supported Asset,GI-Bro,82940766,57892,6179,51713,2022-12-05
1198,Nintendo Technologies,Media Supported Asset,Space Wars,97956023,57877,5843,52034,2022-11-02
1508,Google Inc.,Influencer,Space Wars,79484030,57859,2823,55036,2022-09-07
4906,Disney Studios,Media Supported Asset,GI-Bro,45792426,57850,2307,55543,2022-10-31
3472,Google Inc.,Media Supported Asset,Merf,54642036,57820,22955,34865,2022-06-15
520,Disney Studios,Media Supported Asset,Merf,83830384,57800,24024,33776,2022-09-19
1774,Meta Platforms,E-Commerce,Clay-Dough,24093121,57800,18641,39159,2022-09-19
2767,The Martingale Agency,Brand Publicity,GI-Bro,62464224,57797,3386,54411,2022-11-06
1180,Meta Platforms,Influencer,Clay-Dough,47856815,57784,2436,55348,2022-10-05
1814,TikTok Inc,Influencer,Space Wars,38198073,57771,3905,53866,2022-10-19
3586,Google Inc.,E-Commerce,Space Wars,76804689,57770,40096,17674,2022-03-03
2461,Google Inc.,E-Commerce,Clay-Dough,87288072,57738,40626,17112,2022-06-17
1359,Pinterest Inc,Brand Asset Development,Space Wars,95942120,57737,3844,53893,2022-08-17
2952,TikTok Inc,Brand Asset Development,Merf,37830026,57736,18047,39689,2022-06-01
4118,The Martingale Agency,E-Commerce,Merf,24214905,57735,16307,41428,2022-08-11
610,Disney Studios,Brand Publicity,Merf,93571247,57729,22589,35140,2022-07-07
2521,Disney Studios,E-Commerce,GI-Bro,65501324,57727,31896,25831,2022-02-14
4519,The Martingale Agency,Influencer,GI-Bro,56418575,57694,17019,40675,2022-05-14
4888,TikTok Inc,Media Supported Asset,GI-Bro,73957787,57690,1312,56378,2022-12-18
2995,The Martingale Agency,Influencer,Clay-Dough,15080900,57675,21701,35974,2022-02-01
2598,The Martingale Agency,Brand Asset Development,GI-Bro,18608841,57674,6863,50811,2022-10-16
2790,Google Inc.,Influencer,GI-Bro,10480632,57639,21015,36624,2022-07-05
665,Nintendo Technologies,Media Supported Asset,Merf,51635413,57635,5918,51717,2022-10-11
1042,Meta Platforms,Brand Asset Development,Clay-Dough,26627180,57626,5480,52146,2022-10-06
4031,KYG Antler LLC,Media Supported Asset,Merf,64276665,57613,4851,52762,2022-11-23
1608,The Martingale Agency,Brand Publicity,Clay-Dough,43869709,57585,4767,52818,2022-12-03
157,KYG Antler LLC,Media Supported Asset,Transmorphers,67268663,57567,16476,41091,2022-03-20
1448,Pinterest Inc,Brand Asset Development,Transmorphers,98287363,57567,15155,42412,2022-06-04
1835,KYG Antler LLC,Media Supported Asset,Transmorphers,28527531,57556,26571,30985,2022-02-28
3846,Disney Studios,Media Supported Asset,GI-Bro,90783147,57538,12273,45265,2022-09-03
1337,KYG Antler LLC,Media Supported Asset,Merf,21691256,57496,3375,54121,2022-12-25
4377,Disney Studios,E-Commerce,GI-Bro,85803374,57480,9148,48332,2022-03-22
1403,Disney Studios,Media Supported Asset,Clay-Dough,95248504,57475,50262,7213,2022-01-08
4155,The Martingale Agency,Influencer,Space Wars,42688242,57459,8747,48712,2022-08-02
1480,Google Inc.,Media Supported Asset,Transmorphers,28895026,57438,13804,43634,2022-02-13
4651,Meta Platforms,E-Commerce,GI-Bro,47323750,57407,37630,19777,2022-01-06
3124,TikTok Inc,Influencer,Clay-Dough,58255184,57396,2216,55180,2022-11-29
528,Google Inc.,Brand Asset Development,Transmorphers,95845716,57384,19308,38076,2022-06-30
4106,KYG Antler LLC,Brand Publicity,Transmorphers,70246957,57384,4760,52624,2022-02-06
1642,Nintendo Technologies,E-Commerce,Transmorphers,91711488,57368,30283,27085,2022-07-18
3359,Pinterest Inc,Brand Asset Development,GI-Bro,17179763,57366,36069,21297,2022-03-05
89,Pinterest Inc,Brand Asset Development,Clay-Dough,83407353,57361,18386,38975,2022-01-26
4497,Google Inc.,Brand Asset Development,Clay-Dough,10940224,57353,35790,21563,2022-03-15
2925,Meta Platforms,E-Commerce,Clay-Dough,44468783,57349,5315,52034,2022-12-11
4798,KYG Antler LLC,Influencer,Clay-Dough,14834503,57341,3161,54180,2022-10-13
2805,The Martingale Agency,E-Commerce,Space Wars,41013409,57334,9195,48139,2022-02-18
449,KYG Antler LLC,Influencer,Transmorphers,18741755,57318,27555,29763,2022-08-18
2229,The Martingale Agency,Brand Asset Development,Space Wars,86598148,57290,4640,52650,2022-12-08
344,Disney Studios,Brand Publicity,Clay-Dough,36290109,57210,1348,55862,2022-10-27
486,Meta Platforms,Brand Asset Development,Clay-Dough,22833937,57177,22024,35153,2022-07-05
2884,TikTok Inc,Brand Publicity,Merf,78040248,57124,5427,51697,2022-12-17
2732,Meta Platforms,E-Commerce,Space Wars,23901630,57100,26171,30929,2022-04-08
186,Meta Platforms,Media Supported Asset,Transmorphers,70408876,57028,1182,55846,2022-01-30
721,Disney Studios,Media Supported Asset,GI-Bro,93349506,57023,9562,47461,2022-03-28
956,The Martingale Agency,Media Supported Asset,Clay-Dough,70146483,57003,10731,46272,2022-06-02
3014,KYG Antler LLC,Influencer,Merf,33127439,57000,7124,49876,2022-07-24
2668,Nintendo Technologies,Media Supported Asset,GI-Bro,41798823,56999,1137,55862,2022-12-18
2340,Google Inc.,Influencer,Transmorphers,44073425,56992,2558,54434,2022-05-24
827,TikTok Inc,Influencer,Clay-Dough,32053441,56986,11596,45390,2022-04-05
4591,KYG Antler LLC,Brand Asset Development,GI-Bro,23373913,56977,5800,51177,2022-10-08
925,Nintendo Technologies,Brand Publicity,GI-Bro,97512125,56954,43487,13467,2022-03-17
2289,TikTok Inc,Brand Asset Development,Clay-Dough,46574884,56919,31467,25452,2022-04-27
958,Meta Platforms,Brand Asset Development,Space Wars,68519820,56891,53643,3248,2022-01-27
2343,KYG Antler LLC,E-Commerce,GI-Bro,32411297,56886,13599,43287,2022-09-07
1803,KYG Antler LLC,Brand Publicity,Transmorphers,53974355,56881,25632,31249,2022-09-16
707,Disney Studios,E-Commerce,Clay-Dough,27507588,56855,2276,54579,2022-12-02
1256,Meta Platforms,Influencer,GI-Bro,18958441,56854,3624,53230,2022-10-01
621,Disney Studios,Brand Publicity,Transmorphers,58811549,56756,47880,8876,2022-01-07
1983,Google Inc.,Brand Asset Development,Transmorphers,33935250,56733,5892,50841,2022-09-05
2875,KYG Antler LLC,Brand Publicity,GI-Bro,70895638,56722,46236,10486,2022-06-29
3886,Disney Studios,Media Supported Asset,Merf,48712746,56699,12881,43818,2022-09-16
3386,The Martingale Agency,E-Commerce,GI-Bro,24508000,56688,4737,51951,2022-11-22
2323,KYG Antler LLC,Brand Asset Development,Space Wars,37538252,56686,20131,36555,2022-03-06
3027,Nintendo Technologies,Media Supported Asset,Clay-Dough,68355729,56664,7696,48968,2022-09-20
4557,Meta Platforms,Brand Publicity,Merf,91253121,56611,1272,55339,2022-05-16
4789,Meta Platforms,Brand Asset Development,Transmorphers,25084802,56532,21876,34656,2022-09-13
4087,The Martingale Agency,Influencer,Merf,33413082,56517,23314,33203,2022-08-06
3149,Google Inc.,Brand Asset Development,GI-Bro,39987099,56501,9706,46795,2022-07-29
3524,Google Inc.,Brand Publicity,Transmorphers,58232656,56440,49017,7423,2022-03-05
454,Pinterest Inc,E-Commerce,Transmorphers,64257315,56429,45475,10954,2022-03-12
441,Disney Studios,E-Commerce,GI-Bro,61058656,56422,3088,53334,2022-02-15
577,Pinterest Inc,E-Commerce,Merf,99242375,56404,37176,19228,2022-02-15
3367,Nintendo Technologies,Media Supported Asset,Transmorphers,87192129,56400,35097,21303,2022-01-11
4948,TikTok Inc,E-Commerce,Space Wars,57380386,56343,40670,15673,2022-01-12
1101,KYG Antler LLC,Media Supported Asset,GI-Bro,43058355,56338,8459,47879,2022-05-24
3902,The Martingale Agency,Influencer,Merf,26669057,56337,4452,51885,2022-09-20
2846,Meta Platforms,Brand Asset Development,GI-Bro,29864359,56302,40114,16188,2022-01-10
1747,TikTok Inc,Brand Publicity,GI-Bro,56840411,56297,6782,49515,2022-09-08
3377,Pinterest Inc,E-Commerce,GI-Bro,44322359,56293,30146,26147,2022-04-19
341,Google Inc.,E-Commerce,Space Wars,93796477,56203,37544,18659,2022-05-21
286,KYG Antler LLC,E-Commerce,Clay-Dough,22167491,56186,19802,36384,2022-07-17
103,Google Inc.,Brand Publicity,Merf,81180595,56183,18578,37605,2022-01-20
160,Pinterest Inc,Media Supported Asset,Clay-Dough,45315733,56177,46403,9774,2022-05-26
7,Nintendo Technologies,Brand Asset Development,GI-Bro,56888637,56169,5698,50471,2022-11-05
1833,Google Inc.,Brand Asset Development,Clay-Dough,71303441,56149,19095,37054,2022-03-19
3347,Pinterest Inc,Media Supported Asset,Merf,57455450,56132,35385,20747,2022-05-20
4913,TikTok Inc,Media Supported Asset,GI-Bro,36048008,56097,5959,50138,2022-11-11
2339,TikTok Inc,Media Supported Asset,Merf,10360792,56096,28295,27801,2022-03-31
3610,Meta Platforms,Brand Publicity,GI-Bro,94930946,56089,38176,17913,2022-04-04
3690,Google Inc.,Influencer,Transmorphers,30729837,56062,46622,9440,2022-01-15
1077,TikTok Inc,Brand Asset Development,Clay-Dough,49536333,56058,20916,35142,2022-04-26
84,Meta Platforms,Brand Asset Development,Space Wars,35612060,56001,8055,47946,2022-05-04
4702,The Martingale Agency,Influencer,Clay-Dough,33075944,55952,19954,35998,2022-02-22
1673,KYG Antler LLC,E-Commerce,Merf,67407375,55922,1019,54903,2022-10-26
3572,Disney Studios,E-Commerce,Space Wars,74316737,55919,16223,39696,2022-06-20
687,Nintendo Technologies,Brand Asset Development,GI-Bro,82355158,55901,26845,29056,2022-06-08
2492,Google Inc.,E-Commerce,Clay-Dough,94861971,55898,31930,23968,2022-04-24
3256,Google Inc.,Influencer,Merf,97380154,55892,13774,42118,2022-07-10
371,TikTok Inc,Brand Asset Development,Transmorphers,91486364,55882,22210,33672,2022-07-03
4048,TikTok Inc,Brand Asset Development,Transmorphers,83142734,55870,3256,52614,2022-10-07
133,Meta Platforms,Media Supported Asset,Transmorphers,44176993,55826,31461,24365,2022-05-29
4171,Google Inc.,Brand Publicity,GI-Bro,11103229,55800,5761,50039,2022-11-12
4339,KYG Antler LLC,Influencer,Clay-Dough,24735558,55799,12360,43439,2022-08-26
2211,Nintendo Technologies,E-Commerce,Merf,30477594,55783,21965,33818,2022-08-31
2151,TikTok Inc,Influencer,Transmorphers,42088874,55771,33979,21792,2022-02-12
3216,Pinterest Inc,E-Commerce,Transmorphers,98004553,55746,218,55528,2022-11-25
1896,Pinterest Inc,Brand Asset Development,Merf,95010555,55735,49595,6140,2022-04-27
149,Meta Platforms,Influencer,Clay-Dough,51482911,55726,5436,50290,2022-03-25
4542,The Martingale Agency,Media Supported Asset,Space Wars,26422279,55717,1026,54691,2022-11-25
1615,Pinterest Inc,Influencer,Clay-Dough,12167148,55705,40020,15685,2022-01-04
1338,Pinterest Inc,Media Supported Asset,Merf,59173241,55687,5076,50611,2022-11-09
2103,Meta Platforms,E-Commerce,Clay-Dough,78222571,55669,3583,52086,2022-11-04
3187,Pinterest Inc,Media Supported Asset,Space Wars,75370760,55606,47306,8300,2022-03-25
2655,Pinterest Inc,E-Commerce,GI-Bro,60120429,55545,2839,52706,2022-10-22
3071,Nintendo Technologies,Influencer,Space Wars,88427159,55542,23767,31775,2022-07-22
204,TikTok Inc,Media Supported Asset,GI-Bro,70831123,55536,5507,50029,2022-12-11
3067,Meta Platforms,Brand Asset Development,Merf,88648093,55530,48659,6871,2022-02-18
1792,TikTok Inc,Brand Publicity,Transmorphers,67629800,55508,4224,51284,2022-12-12
999,Google Inc.,Brand Publicity,Merf,13368385,55478,6056,49422,2022-06-01
4493,Disney Studios,Media Supported Asset,Clay-Dough,90476397,55459,9557,45902,2022-06-26
772,Google Inc.,E-Commerce,Space Wars,12784909,55436,25822,29614,2022-04-01
562,Pinterest Inc,Brand Asset Development,Clay-Dough,99104433,55429,14461,40968,2022-08-10
2855,Disney Studios,Media Supported Asset,Transmorphers,84834926,55416,7900,47516,2022-05-17
2141,Nintendo Technologies,Influencer,Merf,76666189,55401,33998,21403,2022-04-26
2823,Nintendo Technologies,Influencer,Transmorphers,76479995,55399,27986,27413,2022-02-04
3221,Meta Platforms,Media Supported Asset,Space Wars,96926336,55392,9465,45927,2022-06-03
421,Meta Platforms,E-Commerce,Clay-Dough,83731314,55385,34383,21002,2022-02-24
3879,Meta Platforms,E-Commerce,Clay-Dough,37419432,55377,3593,51784,2022-11-11
686,Pinterest Inc,Brand Asset Development,Transmorphers,64411856,55370,518,54852,2022-11-12
3791,Disney Studios,Influencer,Transmorphers,91543461,55362,45385,9977,2022-01-03
414,Google Inc.,Brand Asset Development,Transmorphers,26789348,55335,10173,45162,2022-07-19
2372,Pinterest Inc,E-Commerce,Clay-Dough,46031245,55320,43370,11950,2022-06-01
1537,Pinterest Inc,Brand Asset Development,GI-Bro,65088851,55308,40330,14978,2022-04-08
3926,KYG Antler LLC,Media Supported Asset,Space Wars,13366864,55298,28380,26918,2022-07-28
4680,Disney Studios,Media Supported Asset,Merf,82538907,55275,18052,37223,2022-07-28
1809,Nintendo Technologies,Brand Asset Development,Clay-Dough,72557766,55247,13789,41458,2022-08-07
1385,KYG Antler LLC,E-Commerce,Clay-Dough,79844364,55234,54178,1056,2022-02-28
2120,TikTok Inc,E-Commerce,Space Wars,87648863,55196,15286,39910,2022-01-23
243,KYG Antler LLC,Influencer,Space Wars,38937062,55167,44785,10382,2022-03-31
4017,Google Inc.,Media Supported Asset,Merf,81806432,55163,1367,53796,2022-11-22
2514,The Martingale Agency,Media Supported Asset,Merf,17969514,55116,29284,25832,2022-06-24
3097,Google Inc.,Brand Asset Development,Merf,45415427,55110,51188,3922,2022-03-07
3320,Meta Platforms,E-Commerce,Space Wars,47359008,55088,357,54731,2022-11-08
3421,Pinterest Inc,Brand Asset Development,GI-Bro,97030365,55070,36669,18401,2022-05-01
424,Disney Studios,Media Supported Asset,Clay-Dough,96909477,55070,3474,51596,2022-11-30
4836,Nintendo Technologies,Influencer,Space Wars,74111299,55054,22485,32569,2022-08-27
3050,Nintendo Technologies,E-Commerce,GI-Bro,40019283,55021,21227,33794,2022-04-18
4512,The Martingale Agency,Brand Publicity,GI-Bro,34573055,55019,823,54196,2022-12-16
2434,Disney Studios,Influencer,Transmorphers,55727409,55005,10342,44663,2022-05-14
1604,TikTok Inc,Media Supported Asset,Clay-Dough,98500480,54976,937,54039,2022-12-10
2545,TikTok Inc,Influencer,Transmorphers,42325292,54973,10431,44542,2022-07-02
2327,Disney Studios,Brand Asset Development,Space Wars,23327191,54973,45543,9430,2022-02-18
780,KYG Antler LLC,Brand Asset Development,GI-Bro,36975653,54965,8077,46888,2022-01-04
1153,Nintendo Technologies,Brand Asset Development,GI-Bro,79230497,54962,51153,3809,2022-05-12
2355,Nintendo Technologies,Media Supported Asset,Transmorphers,51541144,54909,20244,34665,2022-09-13
